id,Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
p257,8125,Inside,Single Family,Gable,PConc,1092,GasA,Y,7,0,Attchd,NA,2009,241000,5
p258,9991,Corner,Single Family,Gable,CBlock,1281,GasA,Y,8,1,Attchd,GdWo,2009,150000,6
p259,9571,Inside,Single Family,Gable,CBlock,1276,GasA,Y,5,0,Attchd,NA,2009,60000,6
p260,16635,FR2,Single Family,Gable,CBlock,1602,GasA,Y,8,1,Attchd,NA,2009,215000,9
p261,3378,Inside,Single Family,Gable,CBlock,651,GasA,Y,6,2,Detchd,NA,2009,135000,9
p262,12800,Inside,Single Family,Gable,PConc,1518,GasA,Y,5,1,Attchd,NA,2009,275000,7
p263,11457,Corner,Single Family,Gable,CBlock,1392,GasA,Y,6,1,Attchd,NA,2009,175000,9
p264,10667,CulDSac,Single Family,Gable,PConc,799,GasA,Y,6,1,Attchd,NA,2009,212000,1
p265,6000,Inside,Single Family,Gable,PConc,884,GasA,Y,4,0,Detchd,NA,2009,119000,1
p266,12354,Corner,Single Family,Gable,BrkTil,684,GasA,Y,7,0,Detchd,GdPrv,2009,110000,10
p267,15431,Inside,Single Family,Hip,PConc,3094,GasA,Y,10,2,Attchd,NA,2009,555000,5
p268,9855,Corner,Single Family,Hip,CBlock,1436,GasA,Y,7,1,Attchd,MnPrv,2009,127500,10
p269,9000,Inside,Single Family,Gable,PConc,768,GasA,Y,6,0,Attchd,NA,2009,210000,10
p270,7015,Corner,Single Family,Gable,CBlock,709,GasA,Y,5,1,Detchd,NA,2009,110000,8
p271,8004,Inside,Single Family,Gable,PConc,832,GasA,Y,8,0,BuiltIn,NA,2009,263435,10
p272,7200,Inside,Single Family,Gable,PConc,560,GasA,Y,6,0,Detchd,MnPrv,2009,155000,5
p273,8281,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,1,Detchd,GdWo,2009,62383,4
p274,8430,Inside,Single Family,Gable,CBlock,1040,GasA,Y,5,0,NA,NA,2009,124000,10
p275,10637,Inside,Single Family,Hip,PConc,1705,GasA,Y,7,1,Attchd,NA,2009,297000,4
p276,2500,Corner,Single Family,Gable,PConc,910,GasA,Y,7,1,Attchd,NA,2009,155000,2
p277,9600,Inside,Single Family,Gable,CBlock,1113,GasA,Y,5,1,Attchd,NA,2009,147000,6
p278,1526,Inside,Townhouse,Gable,CBlock,630,GasA,Y,3,0,Attchd,NA,2009,86000,3
p279,5784,Inside,Single Family,Gable,BrkTil,190,GasA,Y,4,0,Attchd,NA,2009,91300,7
p280,7879,Inside,Single Family,Gable,CBlock,720,GasA,N,4,0,NA,GdWo,2009,34900,1
p281,7800,Inside,Single Family,Hip,PConc,864,GasA,Y,5,0,Attchd,MnPrv,2009,130000,2
p282,2308,Inside,Townhouse,Gable,CBlock,855,GasA,Y,6,1,Attchd,NA,2009,147000,10
p283,7596,Inside,Duplex,Hip,CBlock,960,GasA,Y,10,0,Detchd,NA,2009,124500,10
p284,7862,Inside,Single Family,Gable,PConc,1218,GasA,Y,4,0,Attchd,NA,2009,208300,3
p285,9600,Corner,Single Family,Gable,CBlock,1041,GasA,Y,6,0,Attchd,MnPrv,2009,124500,10
p286,14559,Inside,Single Family,Hip,CBlock,1008,GasA,Y,6,2,CarPort,NA,2009,164900,2
p287,12220,Inside,Single Family,Hip,CBlock,2006,GasA,Y,9,1,Attchd,NA,2009,402861,1
p288,10448,Corner,Single Family,Gable,CBlock,689,GasA,Y,7,1,Attchd,GdPrv,2009,158000,3
p289,10208,Inside,Single Family,Gable,PConc,1264,GasA,Y,7,1,Attchd,NA,2009,265000,4
p290,10918,Inside,Single Family,Gambrel,BrkTil,1276,GasA,Y,9,2,Detchd,MnPrv,2009,234000,3
p291,14601,Inside,Single Family,Hip,PConc,1838,GasA,Y,8,1,Attchd,NA,2009,315000,9
p292,10140,Inside,Single Family,Hip,PConc,1650,GasA,Y,7,1,Attchd,NA,2009,213250,4
p293,9375,Inside,Single Family,Gable,PConc,912,GasA,Y,8,1,BuiltIn,NA,2009,263000,6
p294,11146,Inside,Single Family,Gable,PConc,1709,GasA,Y,7,1,Attchd,NA,2009,255500,10
p295,8777,Inside,Single Family,Gable,CBlock,0,GasA,Y,5,0,Detchd,MnPrv,2009,108000,1
p296,12327,Inside,Single Family,Gable,CBlock,1496,GasA,Y,5,1,BuiltIn,NA,2009,316600,4
p297,13159,Corner,Single Family,Gable,PConc,846,GasA,Y,6,0,Attchd,NA,2009,224500,6
p298,6292,Inside,Single Family,Gable,BrkTil,861,GasA,Y,6,1,Detchd,NA,2009,145000,7
p299,12704,Inside,Single Family,Hip,PConc,2042,GasA,Y,8,1,Attchd,NA,2009,253293,9
p300,6120,Inside,Single Family,Gable,BrkTil,884,GasA,Y,6,0,Detchd,NA,2009,133000,3
p301,8740,Inside,Single Family,Hip,CBlock,840,GasA,Y,4,0,Detchd,NA,2009,137000,7
p302,25095,Inside,Single Family,Flat,CBlock,1437,GasA,Y,5,2,Attchd,NA,2009,143000,1
p303,13478,Corner,Single Family,Gable,PConc,1722,GasA,Y,10,1,BuiltIn,NA,2009,451950,4
p304,4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,4,0,Attchd,NA,2009,140000,2
p305,13600,Inside,Single Family,Gable,CBlock,768,GasA,Y,7,3,Attchd,NA,2009,205000,7
p306,12464,Corner,Single Family,Gable,PConc,1040,GasA,Y,6,0,Detchd,GdPrv,2009,152000,7
p307,11050,Inside,Single Family,Hip,PConc,1440,GasA,Y,8,2,Attchd,NA,2009,313000,6
p308,11885,Inside,Single Family,Gable,PConc,1299,GasA,Y,7,1,BuiltIn,NA,2009,261500,3
p309,7064,Inside,Single Family,Gable,CBlock,980,GasA,Y,6,0,Detchd,NA,2009,135000,5
p310,11900,Inside,Single Family,Hip,CBlock,1386,GasA,Y,6,1,Attchd,NA,2009,82500,2
p311,6120,Inside,Single Family,Gable,BrkTil,264,Grav,N,4,1,NA,NA,2009,60000,9
p312,6000,Inside,Condo,Gable,CBlock,811,GasA,Y,7,0,BuiltIn,NA,2009,93000,9
p313,13860,Inside,Single Family,Gable,CBlock,1952,GasA,Y,9,3,Attchd,MnPrv,2009,345000,5
p314,9187,Inside,Single Family,Gable,PConc,1766,GasA,Y,7,1,Attchd,NA,2009,370878,9
p315,9084,Inside,Single Family,Gable,CBlock,755,GasA,Y,7,1,Detchd,MnPrv,2009,108000,5
p316,8750,Inside,Single Family,Gable,PConc,880,GasA,Y,7,1,Attchd,NA,2009,191000,9
p317,9937,Corner,Single Family,Hip,PConc,1486,GasA,Y,7,0,Detchd,MnPrv,2009,167000,4
p318,46589,CulDSac,Single Family,Hip,PConc,1629,GasA,Y,8,1,Attchd,NA,2009,402000,8
p319,13560,Corner,Single Family,Hip,CBlock,1392,GasA,Y,5,2,Attchd,NA,2009,110000,10
p320,8633,FR2,Single Family,Gable,PConc,738,GasA,Y,7,0,Attchd,NA,2009,173500,1
p321,6629,Inside,Single Family,Gambrel,BrkTil,672,GasA,N,6,0,Detchd,NA,2009,103600,5
p322,2289,Inside,Townhouse,Gable,CBlock,855,GasA,Y,7,1,Attchd,NA,2009,148500,3
p323,9022,Inside,Single Family,Gable,BrkTil,768,GasA,Y,5,0,Detchd,NA,2009,109500,1
p324,11844,Inside,Single Family,Hip,PConc,2046,GasA,Y,7,1,Attchd,NA,2009,372500,5
p325,4500,Inside,Single Family,Gable,BrkTil,793,GasA,Y,6,0,Detchd,NA,2009,159434,6
p326,6120,Corner,Single Family,Gable,BrkTil,927,GasA,Y,5,0,Detchd,MnPrv,2009,141500,10
p327,6240,Inside,Townhouse,Hip,PConc,1324,GasA,Y,6,1,Attchd,NA,2009,254000,3
p328,10140,Inside,Single Family,Hip,CBlock,1064,GasA,Y,7,1,Attchd,MnPrv,2009,165000,4
p329,8120,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Detchd,NA,2009,124500,10
p330,13286,Inside,Single Family,Hip,PConc,1698,GasA,Y,8,1,Attchd,NA,2009,320000,5
p331,6960,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Detchd,NA,2009,120500,4
p332,21695,Corner,Single Family,Hip,CBlock,880,GasA,Y,5,1,Attchd,NA,2009,222000,10
p333,7314,Inside,Single Family,Gable,PConc,1232,GasA,Y,6,0,Attchd,NA,2009,194500,10
p334,11475,Corner,Duplex,Gable,CBlock,1584,GasA,Y,9,0,Detchd,NA,2009,110000,1
p335,6240,Inside,Single Family,Gable,CBlock,780,GasA,Y,5,0,Detchd,NA,2009,103000,4
p336,10000,Corner,Single Family,Hip,CBlock,864,GasA,Y,6,1,Attchd,GdWo,2009,131400,6
p337,10800,Inside,Duplex,Gable,CBlock,1200,GasA,Y,5,0,NA,NA,2009,179000,2
p338,9313,Inside,Single Family,Gable,PConc,864,GasA,Y,7,0,Attchd,NA,2009,190000,10
p339,12886,Inside,Single Family,Gable,CBlock,520,GasA,Y,6,1,Attchd,NA,2009,175000,5
p340,8795,Inside,Single Family,Gable,PConc,952,GasA,Y,8,1,BuiltIn,NA,2009,236000,4
p341,11700,Corner,Single Family,Mansard,Stone,1240,GasW,N,8,1,Detchd,NA,2009,265979,3
p342,8405,Inside,Single Family,Gable,Slab,0,Wall,N,9,0,Detchd,NA,2009,98000,9
p343,7930,Inside,Single Family,Gable,CBlock,1026,GasA,Y,5,0,Detchd,NA,2009,156000,2
p344,3230,Inside,Townhouse,Gable,PConc,729,GasA,Y,6,0,Detchd,NA,2009,172500,1
p345,10769,Inside,Single Family,Gable,PConc,866,GasA,Y,7,0,Attchd,NA,2009,212000,10
p346,9100,Inside,Single Family,Hip,CBlock,864,GasA,Y,5,0,Detchd,NA,2009,127500,4
p347,6911,FR2,Single Family,Gable,PConc,1145,GasA,Y,5,0,Detchd,NA,2009,100000,5
p348,9430,Inside,Single Family,Gable,PConc,1252,GasA,Y,8,1,Attchd,NA,2009,337000,3
p349,7252,CulDSac,Single Family,Hip,CBlock,858,GasA,Y,5,0,Detchd,NA,2009,134900,2
p350,4500,FR2,Townhouse,Hip,PConc,1204,GasA,Y,5,0,Attchd,NA,2009,162000,2
p351,16285,Inside,Single Family,Gable,PConc,1413,GasA,Y,6,0,Attchd,NA,2009,187100,1
p352,9101,Corner,Single Family,Gable,PConc,1097,GasA,Y,4,1,Attchd,NA,2009,165500,4
p353,9790,Inside,Single Family,Gable,CBlock,1372,GasA,Y,7,1,Attchd,NA,2009,161500,5
p354,3182,Inside,Townhouse,Gable,PConc,1145,GasA,Y,5,1,Attchd,NA,2009,160200,7
p355,13518,Inside,Single Family,Hip,PConc,1926,GasA,Y,11,2,BuiltIn,NA,2009,485000,4
p356,13891,Inside,Single Family,Hip,PConc,1734,GasA,Y,12,1,BuiltIn,NA,2009,582933,1
p357,21384,Inside,Single Family,Gable,CBlock,1324,GasA,Y,6,1,Attchd,NA,2009,223500,6
p358,8100,Corner,Single Family,Hip,PConc,849,GasA,N,11,0,Detchd,MnPrv,2009,106000,4
p359,6000,Inside,Condo,Gable,CBlock,936,GasA,N,4,0,Detchd,NA,2009,93000,7
p360,9900,Inside,Single Family,Gable,BrkTil,778,GasA,Y,7,1,Detchd,GdWo,2009,139500,8
p361,8529,Inside,Single Family,Gable,PConc,1454,GasA,Y,6,1,Attchd,NA,2009,189000,1
p362,28698,CulDSac,Single Family,Flat,PConc,1013,GasA,Y,7,0,Attchd,NA,2009,185000,3
p363,10004,Inside,Single Family,Gable,CBlock,1516,GasA,Y,6,0,Attchd,NA,2009,167000,2
p364,9317,Inside,Single Family,Gable,PConc,740,GasA,Y,7,1,Attchd,NA,2009,213000,6
p365,15523,CulDSac,Single Family,Gable,CBlock,864,GasA,Y,5,1,Attchd,NA,2009,133500,9
p366,12095,Corner,Single Family,Gable,CBlock,1127,GasA,Y,7,1,Attchd,MnPrv,2009,158000,5
p367,8125,Inside,Single Family,Gable,PConc,702,GasA,Y,6,1,Attchd,NA,2009,174000,1
p368,10400,Inside,Single Family,Gable,CBlock,1090,GasA,Y,6,1,Attchd,MnPrv,2009,152000,1
p369,7931,Inside,Single Family,Hip,CBlock,1148,GasA,Y,6,0,Attchd,GdPrv,2009,132500,2
p370,8750,Inside,Single Family,Gable,CBlock,1002,GasA,Y,5,0,Detchd,MnPrv,2009,148500,4
p371,6600,Inside,Single Family,Hip,CBlock,894,GasA,N,5,0,Detchd,NA,2009,109500,3
p372,12144,Inside,Single Family,Gable,CBlock,832,GasA,Y,6,1,Attchd,NA,2009,133000,9
p373,5720,Inside,Single Family,Gable,CBlock,676,GasA,Y,5,0,Detchd,NA,2009,66500,7
p374,8834,Inside,Single Family,Hip,PConc,1462,GasA,Y,10,1,Attchd,NA,2009,350000,3
p375,7000,CulDSac,Single Family,Gable,CBlock,864,GasA,Y,6,0,Attchd,GdWo,2009,136500,2
p376,9636,Corner,Single Family,Gable,PConc,808,GasA,Y,7,1,BuiltIn,MnPrv,2009,178000,10
p377,7150,Inside,Single Family,Gable,CBlock,892,GasA,Y,5,0,Attchd,GdWo,2009,100000,4
p378,12160,Inside,Single Family,Hip,CBlock,1505,GasA,Y,6,1,Attchd,NA,2009,149500,4
p379,11184,Inside,Single Family,Hip,CBlock,918,GasA,Y,7,1,Attchd,NA,2009,172500,1
p380,7018,Inside,Duplex,Gable,Slab,0,GasA,Y,8,0,Attchd,NA,2009,118858,7
p381,7018,Inside,Duplex,Gable,Slab,0,GasA,Y,12,0,Detchd,NA,2009,142953,6
p382,8712,Inside,Single Family,Hip,CBlock,992,GasA,Y,5,0,Detchd,NA,2009,153000,10
p383,12589,Inside,Single Family,Gable,PConc,742,GasA,Y,8,1,Attchd,NA,2009,174000,9
p384,9286,CulDSac,Single Family,Gable,CBlock,1268,GasA,Y,5,0,Detchd,NA,2009,143500,2
p385,3000,Inside,Townhouse,Gable,PConc,612,GasA,Y,4,0,Detchd,NA,2009,173733,10
p386,17140,Inside,Single Family,Gable,CBlock,1134,GasA,Y,6,0,Attchd,NA,2009,135000,8
p387,11838,Inside,Single Family,Hip,PConc,1753,GasA,Y,7,1,Attchd,NA,2009,236500,10
p388,8925,Inside,Single Family,Gable,PConc,1466,GasA,Y,7,0,Attchd,NA,2009,201000,2
p389,9100,Inside,Single Family,Gable,CBlock,925,GasA,Y,5,0,Detchd,GdWo,2009,117500,6
p390,8487,FR2,Single Family,Gable,PConc,1500,GasA,Y,6,0,Attchd,NA,2009,190000,4
p391,10083,Inside,Single Family,Gable,PConc,1176,GasA,Y,5,0,Attchd,NA,2009,184900,2
p392,9675,Inside,Single Family,Gable,PConc,1113,GasA,Y,8,1,Attchd,NA,2009,253000,2
p393,8755,FR2,Single Family,Gable,PConc,992,GasA,Y,8,1,BuiltIn,GdPrv,2009,214000,6
p394,14375,CulDSac,Single Family,Gable,CBlock,819,GasA,Y,7,1,Basment,NA,2009,137500,2
p395,8820,Corner,Single Family,Hip,BrkTil,1088,GasA,Y,7,0,Detchd,MnWw,2009,124900,4
p396,7200,Inside,Single Family,Gable,CBlock,768,GasA,Y,5,0,Detchd,MnPrv,2009,133900,3
p397,1300,Inside,Townhouse,Gable,CBlock,561,GasA,Y,5,1,Attchd,GdPrv,2009,124000,8
p398,11923,Corner,Single Family,Gable,PConc,1800,GasA,Y,7,0,Attchd,NA,2009,239000,8
p399,9600,Inside,Single Family,Gable,BrkTil,728,GasA,Y,7,2,Detchd,NA,2009,160000,2
p400,5925,Inside,Single Family,Gable,BrkTil,600,Grav,N,6,0,NA,GdWo,2009,37900,1
p401,2268,Inside,Townhouse,Gable,PConc,764,GasA,Y,6,0,BuiltIn,NA,2009,173000,7
p402,11414,Corner,Single Family,Gable,BrkTil,728,GasA,N,8,0,Detchd,GdPrv,2009,167500,4
p403,8816,Corner,Single Family,Gable,PConc,1121,GasA,Y,5,0,Detchd,MnPrv,2009,139000,4
p404,12203,Corner,Single Family,Hip,PConc,1225,GasA,Y,8,1,Attchd,NA,2009,336000,5
p405,10125,Inside,Duplex,Gable,CBlock,0,GasA,Y,8,0,Attchd,NA,2009,126000,8
p406,17671,Corner,Single Family,Gable,BrkTil,916,GasA,Y,8,1,Attchd,NA,2009,168000,9
p407,12456,FR2,Single Family,Hip,PConc,1700,GasA,Y,7,1,Attchd,NA,2009,337500,5
p408,11717,Inside,Single Family,Hip,CBlock,1442,GasA,Y,6,1,Attchd,NA,2009,185000,8
p409,10206,Corner,Single Family,Flat,Slab,0,GasW,N,4,0,Detchd,NA,2009,82000,1
p410,3182,Inside,Townhouse,Gable,PConc,1346,GasA,Y,7,1,Attchd,NA,2009,181000,4
p411,2217,Inside,Townhouse,Gable,CBlock,546,GasA,Y,6,0,Attchd,NA,2009,88000,9
p412,12118,CulDSac,Single Family,Hip,PConc,1710,GasA,Y,7,1,Attchd,NA,2009,240000,10
p413,7200,Inside,Single Family,Hip,BrkTil,1022,GasW,N,4,0,Detchd,NA,2009,85000,6
p414,8400,Inside,Single Family,Gable,PConc,810,GasA,Y,6,0,Attchd,NA,2009,227000,7
p415,11883,Inside,Single Family,Hip,PConc,1504,GasA,Y,6,1,Attchd,NA,2009,203000,6
p416,5814,CulDSac,Townhouse,Gable,CBlock,1220,GasA,Y,4,1,Attchd,NA,2009,187500,2
p417,15863,Corner,Single Family,Gable,BrkTil,824,GasA,Y,12,2,Basment,NA,2009,197000,7
p418,11500,CulDSac,Single Family,Gable,Slab,0,GasA,N,5,0,Detchd,NA,2009,84000,3
p419,12898,Inside,Single Family,Hip,PConc,1620,GasA,Y,6,1,Attchd,NA,2009,315500,8
p420,1533,Inside,Townhouse,Gable,CBlock,546,GasA,Y,6,1,NA,NA,2009,97000,7
p421,1477,Inside,Townhouse,Gable,CBlock,630,GasA,Y,3,0,Attchd,NA,2009,80000,10
p422,5381,Inside,Townhouse,Gable,PConc,1306,GasA,Y,5,1,Attchd,NA,2009,196000,1
p423,9600,Inside,Single Family,Hip,PConc,2524,GasA,Y,9,1,Attchd,MnPrv,2009,278000,3
p424,13680,CulDSac,Single Family,Hip,Slab,0,GasA,Y,8,1,Attchd,NA,2009,139600,8
p425,21750,Inside,Single Family,Hip,Slab,0,GasA,Y,9,1,Attchd,GdPrv,2009,115000,3
p426,29959,FR2,Single Family,Gable,PConc,973,GasA,Y,7,1,BuiltIn,NA,2009,248000,10
p427,11308,Inside,Single Family,Gable,PConc,1104,GasA,Y,10,1,Attchd,NA,2009,335000,5
p428,11000,CulDSac,Single Family,Gable,CBlock,1154,GasA,Y,6,1,Attchd,MnPrv,2009,154000,9
p429,7837,Inside,Single Family,Gable,PConc,799,GasA,Y,7,1,Attchd,NA,2009,178000,10
p430,11700,Inside,Single Family,Gable,CBlock,727,GasA,Y,8,0,Attchd,NA,2009,154000,7
p431,7950,Corner,Single Family,Hip,CBlock,690,GasA,Y,6,0,Attchd,MnPrv,2009,159500,1
p432,10574,Inside,Single Family,Gable,PConc,1082,GasA,Y,9,1,Attchd,NA,2009,252000,9
p433,8544,Corner,Duplex,Gable,Slab,0,Wall,N,6,0,Detchd,NA,2009,92900,10
p434,6000,Inside,Single Family,Gable,BrkTil,672,GasA,Y,6,0,Detchd,NA,2009,128000,8
p435,11880,Inside,Single Family,Gable,CBlock,1271,GasA,Y,7,1,Attchd,NA,2009,157000,8
p436,8400,Inside,Single Family,Gable,CBlock,290,GasA,N,3,0,Detchd,NA,2009,60000,9
p437,11362,Inside,Single Family,Gable,PConc,1836,GasA,Y,7,1,Attchd,NA,2009,280000,1
p438,7750,Inside,Single Family,Hip,PConc,408,GasA,Y,7,1,BuiltIn,NA,2009,184100,4
p439,8926,Corner,Single Family,Gable,CBlock,672,GasA,Y,5,0,Basment,MnPrv,2009,112000,2
p440,9405,Inside,Single Family,Hip,CBlock,698,GasA,Y,4,0,NA,NA,2009,118000,2
p441,10434,Inside,Single Family,Gable,CBlock,1005,GasA,Y,5,1,Detchd,NA,2009,115000,2
p442,3684,Inside,Townhouse,Hip,PConc,1373,GasA,Y,7,1,Attchd,NA,2009,174000,2
p443,7804,Inside,Single Family,Gable,BrkTil,1122,GasA,Y,7,2,Detchd,MnPrv,2009,135000,9
p444,9828,Inside,Single Family,Gable,PConc,1128,GasA,Y,8,1,Attchd,NA,2009,239500,6
p445,9819,Inside,Single Family,Gable,PConc,1567,GasA,Y,5,2,Attchd,NA,2009,196000,2
p446,10304,CulDSac,Single Family,Gable,CBlock,780,GasA,Y,9,1,Attchd,NA,2009,197500,9
p447,12000,Inside,Single Family,Gable,CBlock,704,GasA,Y,7,1,Attchd,NA,2009,174500,2
p448,9000,Inside,Single Family,Hip,PConc,650,GasA,Y,7,0,Detchd,NA,2009,143000,3
p449,5001,Inside,Townhouse,Gable,PConc,1314,GasA,Y,6,1,Attchd,NA,2009,230000,8
p450,9541,Inside,Single Family,Gable,PConc,1502,GasA,Y,7,0,Attchd,NA,2009,233170,6
p451,3950,Inside,Single Family,Gable,CBlock,818,GasA,Y,5,0,Detchd,NA,2009,115000,9
p452,7681,FR2,Single Family,Gable,BrkTil,731,GasA,Y,7,1,Detchd,NA,2009,154900,6
p453,10615,Corner,Condo,Gable,CBlock,978,GasA,Y,7,0,CarPort,NA,2009,95000,6
p454,8935,Inside,Single Family,Gable,PConc,831,GasA,Y,7,0,Attchd,NA,2009,195000,2
p455,4500,FR2,Townhouse,Hip,PConc,1224,GasA,Y,5,0,Attchd,NA,2009,165000,6
p456,9100,Inside,Single Family,Gable,PConc,1212,GasA,Y,6,0,Attchd,NA,2009,178000,10
p457,10400,Corner,Single Family,Gable,PConc,866,GasA,Y,6,0,Attchd,NA,2009,197900,5
p458,6000,Corner,Single Family,Gable,BrkTil,884,GasA,Y,5,1,Detchd,NA,2009,117000,10
p459,9750,Inside,Single Family,Gable,PConc,1630,GasA,Y,6,1,Attchd,NA,2009,213000,10
p460,14684,CulDSac,Single Family,Hip,CBlock,2158,GasA,Y,7,1,Attchd,NA,2009,271900,2
p461,9340,Inside,Single Family,Hip,CBlock,672,GasA,Y,4,0,Attchd,NA,2009,113000,8
p462,8640,Inside,Single Family,Gable,PConc,1300,GasA,Y,6,0,Attchd,NA,2009,229456,3
p463,9858,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Attchd,GdWo,2009,130000,7
p464,4060,Corner,Single Family,Gable,PConc,864,GasA,Y,4,0,NA,NA,2009,99900,8
p465,24682,CulDSac,Single Family,Gable,PConc,841,GasA,Y,7,1,BuiltIn,NA,2009,181000,9
p466,9600,Inside,Single Family,Hip,CBlock,1050,GasA,Y,5,0,Attchd,NA,2009,128900,7
p467,11250,Inside,Single Family,Gable,CBlock,1104,GasA,Y,8,2,Attchd,NA,2009,161500,5
p468,9156,Inside,Single Family,Hip,CBlock,1489,GasA,Y,7,1,Attchd,NA,2009,185750,8
p469,12936,CulDSac,Single Family,Gable,CBlock,723,GasA,Y,6,1,Attchd,NA,2009,162000,9
p470,17871,CulDSac,Single Family,Gable,CBlock,1680,GasA,Y,7,1,Attchd,NA,2009,197900,2
p471,9808,Inside,Single Family,Gable,PConc,1573,GasA,Y,6,0,Attchd,NA,2009,227000,1
p472,8800,Inside,Single Family,Gable,CBlock,1040,GasA,Y,5,0,Detchd,NA,2009,150500,10
p473,6000,Inside,Single Family,Gable,CBlock,780,GasA,Y,6,1,Detchd,NA,2009,132500,4
p474,5664,Inside,Townhouse,Gable,PConc,1501,GasA,Y,5,1,Attchd,NA,2009,278000,3
p475,1680,Inside,Townhouse,Gable,CBlock,630,GasA,Y,6,0,Detchd,NA,2009,119500,7
p476,6600,Corner,Single Family,Gable,Stone,994,GasA,N,11,0,Attchd,NA,2009,107500,8
p477,10762,CulDSac,Single Family,Gable,PConc,978,GasA,Y,9,1,Attchd,NA,2009,225000,10
p478,7500,Inside,Single Family,Gable,CBlock,771,GasA,Y,7,2,Attchd,NA,2009,177500,6
p479,13173,Corner,Single Family,Hip,PConc,1652,GasA,Y,6,2,Attchd,NA,2009,325000,5
p480,8072,Inside,Single Family,Gable,PConc,990,GasA,Y,5,0,Detchd,NA,2009,138000,1
p481,10226,Inside,Single Family,Gable,PConc,1622,GasA,Y,8,1,Attchd,NA,2009,295493,5
p482,8400,Inside,Single Family,Hip,CBlock,1478,GasA,Y,6,2,Attchd,NA,2009,156500,9
p483,5330,Inside,Single Family,Hip,CBlock,420,GasA,Y,5,0,NA,NA,2009,82500,6
p484,8877,Inside,Single Family,Gable,CBlock,816,GasA,Y,3,1,Detchd,NA,2009,100000,4
p485,2368,Inside,Townhouse,Gable,CBlock,765,GasA,Y,7,0,Attchd,NA,2009,125000,5
p486,9650,Inside,Single Family,Gable,CBlock,1350,GasA,Y,6,1,Attchd,NA,2009,167900,8
p487,7558,Inside,Single Family,Gable,BrkTil,896,GasA,Y,9,1,Detchd,NA,2009,177000,2
p488,11643,Inside,Duplex,Gable,CBlock,1248,GasA,Y,12,0,Detchd,NA,2009,200000,9
p489,6000,Inside,Single Family,Gable,BrkTil,698,GasA,Y,4,0,Detchd,NA,2009,134900,8
p490,16158,Inside,Single Family,Hip,PConc,1530,GasA,Y,7,1,Attchd,NA,2009,260000,7
p491,12513,FR2,Single Family,Gable,BrkTil,715,GasA,Y,7,1,Attchd,NA,2009,104900,6
p492,4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,4,0,Attchd,NA,2009,144000,1
p493,5400,Corner,Single Family,Gable,PConc,840,GasA,Y,6,0,Detchd,NA,2009,105000,4
p494,10998,Inside,Single Family,Gable,CBlock,984,GasA,Y,6,0,Detchd,NA,2009,117000,8
p495,9060,Inside,Single Family,Gable,BrkTil,560,GasA,Y,6,0,Detchd,MnPrv,2009,105000,9
p496,14892,CulDSac,Single Family,Gable,PConc,1746,GasA,Y,7,2,Attchd,NA,2009,377500,5
p497,8944,Inside,Duplex,Gable,CBlock,1584,GasA,Y,8,0,Detchd,NA,2009,124000,4
p498,7200,Inside,Single Family,Gable,CBlock,1208,GasA,Y,7,0,Attchd,GdPrv,2009,138000,10
p499,6171,Inside,Single Family,Gable,BrkTil,976,GasA,Y,7,1,Detchd,MnPrv,2009,137450,2
p500,8445,Corner,Single Family,Gable,CBlock,768,GasA,Y,5,0,Detchd,MnPrv,2009,133000,10
p501,8780,Corner,Single Family,Gable,CBlock,833,GasA,Y,5,0,NA,MnPrv,2009,112000,2
p502,12420,Inside,Single Family,Gable,PConc,944,GasA,Y,6,0,Attchd,NA,2009,230000,4
p503,9600,Inside,Single Family,Gable,CBlock,856,GasA,Y,6,0,Attchd,MnPrv,2009,140000,6
p504,7200,Inside,Duplex,Gable,Slab,0,Wall,N,6,0,Detchd,NA,2009,90000,5
p505,10994,Corner,Single Family,Gable,PConc,1844,GasA,Y,7,1,Attchd,NA,2009,257000,5
p506,3635,Inside,Townhouse,Hip,PConc,1386,GasA,Y,7,1,Attchd,NA,2009,175900,2
p507,16545,Inside,Single Family,Gable,PConc,1284,GasA,Y,7,1,Attchd,NA,2009,340000,5
p508,4928,Inside,Townhouse,Gable,CBlock,958,GasA,Y,5,0,Attchd,NA,2009,143750,9
p509,11003,Inside,Single Family,Gable,PConc,1017,GasA,Y,10,1,Attchd,NA,2009,310000,1
p510,8854,Inside,Single Family,Gable,BrkTil,952,Grav,N,4,1,Detchd,NA,2009,121000,3
p511,9000,FR2,Duplex,Gable,CBlock,896,GasA,Y,8,0,NA,NA,2009,136000,8
p512,9262,Inside,Single Family,Gable,PConc,1573,GasA,Y,7,1,Attchd,NA,2009,287090,5
p513,7500,Inside,Single Family,Gable,PConc,1221,GasA,Y,6,0,Attchd,NA,2009,185000,2
p514,8450,Inside,Single Family,Gable,PConc,856,GasA,Y,8,0,Attchd,NA,2008,208500,10
